Zeit  1 - Standardmessrate [s]	Kraft [kN]	DMS hinten [stra]	DMS vorn [stra]
5,88000027928501	6,10416673453074E-04	-0,115186244249344	0,03599570132792	
5,90000028023496	1,56250001737135E-04	-0,100787963718176	6,83918325230479E-02	
5,92000028118491	-7,60416675120723E-04	-0,241171198897064	0,039595271460712	
5,94000028213486	-6,22916673592044E-04	-0,28796561062336	0,003599570132792	
5,96000028308481	4,41666671576968E-04	-0,212374637834728	-0,021597420796752	
5,98000028403476	7,93750008824645E-04	-0,262768619693816	-0,021597420796752	
6,00000028498471	6,31250007018025E-04	-0,3599570132792	-0,010798710398376	
6,02000028593466	4,89583338776356E-04	-0,205175497569144	0	
6,04000028688461	8,29166675885062E-04	-0,237571628764272	0,03599570132792	
6,06000028783455	8,29166675885062E-04	-0,284366040490568	0,025196990929544	
6,0800002887845	1,09375001215994E-03	-0,32396131195128	-7,19914026558399E-03	
6,10000028973445	1,47708334975505E-03	-0,277166900224984	0,01799785066396	
6,1200002906844	1,27500001417502E-03	-0,190777217037976	4,67944117262959E-02	
6,14000029163435	1,45833334954659E-03	-0,230372488498688	0,010798710398376	
6,1600002925843	8,89583343223421E-04	-0,266368189826608	-0,021597420796752	
6,18000029353425	2,04583335607822E-03	-0,284366040490568	-0,003599570132792	
6,2000002944842	1,70416668561302E-03	-0,338359592482448	0,003599570132792	
6,22000029543415	1,52916668366743E-03	-0,183578076772392	0,03599570132792	
6,2400002963841	1,97500002195738E-03	-0,237571628764272	0,032396131195128	
6,26000029733405	8,75000009727955E-04	-0,277166900224984	6,11926922574639E-02	
6,28000029828399	8,58333342875994E-04	-0,302363891154528	0,043194841593504	
6,30000029923394	4,14583337942531E-04	-0,28796561062336	0,01799785066396	
6,32000030018389	2,12500002362503E-04	-0,277166900224984	-0,010798710398376	
6,34000030113384	6,66666674078442E-04	-0,248370339162648	-0,03599570132792	
6,36000030208379	1,75000001945591E-04	-0,158381085842848	0,003599570132792	
6,38000030303374	-2,18750002431989E-04	-0,140383235178888	-7,19914026558399E-03	
6,40000030398369	8,7291667637146E-04	-0,140383235178888	0,025196990929544	
6,42000030493364	4,85416672063366E-04	-0,223173348233104	0,01799785066396	
6,44000030588359	-8,10416675676606E-04	-0,349158302880824	0,014398280531168	
6,46000030683354	2,29166669214464E-05	-0,219573778100312	6,83918325230479E-02	
6,48000030778348	2,3125000257096E-04	-0,208775067701936	6,11926922574639E-02	
6,50000030873343	4,18750004655521E-04	-0,277166900224984	0,028796561062336	
6,52000030968338	1,83333335371572E-04	-0,219573778100312	0,028796561062336	
6,54000031063333	1,81666668686375E-03	-0,122385384514928	5,75931221246719E-02	
6,56000031158328	1,25000001389708E-03	-6,83918325230479E-02	0,03599570132792	
6,58000031253323	3,54166670604172E-05	-5,75931221246719E-02	5,75931221246719E-02	
6,60000031348318	-4,708333385679E-04	-5,03939818590879E-02	0,014398280531168	
6,62000031443313	-3,10416670117775E-04	-4,67944117262959E-02	5,75931221246719E-02	
6,64000031538308	2,33333335927455E-04	-0,010798710398376	0,12598495464772	
6,66000031633303	-1,13958334600284E-03	-0,115186244249344	0,115186244249344	
6,68000031728297	-1,42083334912968E-03	-0,309563031420112	4,67944117262959E-02	
